timestamp,motor_type,load_condition,cooling_method,operating_mode,speed_rpm,torque_nm,stator_temp_C,rotor_temp_C,voltage_V,current_A,ambient_temp_C,efficiency_%,power_output_W,target_efficiency_next_%
2025-04-24 16:40:57.044977,Surface Permanent Magnet,Medium,Air-Cooled,Industrial Drive,2655.0164334973933,12.603945704747874,84.14737420965874,85.56377488331273,309.20932658135445,15.15321814090332,31.43700943017828,74.7902345111996,3504.308686336006,73.23062993947825
2025-04-24 16:40:58.044977,Axial Flux,High,Oil-Cooled,Traction,2887.5424941518054,10.296866175193971,79.03086930613598,82.0692481571553,304.20875890364255,13.976472884115394,27.416071260908677,73.23062993947825,3113.5946371768746,80.26366806380848
2025-04-24 16:40:59.044977,Axial Flux,Low,Liquid-Cooled,Industrial Drive,2797.433775933115,9.022872994578327,78.67742579344694,79.1580797179701,305.1916621048802,10.79050098856197,36.53568652197499,80.26366806380848,2643.2197853482326,70.0
2025-04-24 16:41:00.044977,Surface Permanent Magnet,High,Oil-Cooled,Industrial Drive,3062.8494665190547,9.274171248918517,69.98068817796623,69.14853257985565,316.9616799715929,19.08435582106946,30.5830003900147,70.0,2974.605533275341,70.0
2025-04-24 16:41:01.044977,Surface Permanent Magnet,Low,Oil-Cooled,Traction,2818.3951848957577,9.51947903770852,83.17709015104613,84.72593129263713,304.82307427130786,15.310649998398803,29.55797932013548,70.0,2809.5947845304513,70.0
2025-04-24 16:41:02.044977,Interior Permanent Magnet,Low,Air-Cooled,Industrial Drive,2717.539259732942,10.636248919602874,73.80370802573263,76.35544882564355,309.11908755970927,15.796294530245074,32.89177626916671,70.0,3026.8642047583794,75.32824546660099
2025-04-24 16:41:03.044977,Interior Permanent Magnet,Medium,Air-Cooled,Traction,3293.1297537843107,10.78425323205325,80.29966315133164,83.49992490107047,331.69936588080543,14.884184500246182,30.748352837790218,75.32824546660099,3719.011643715602,70.67225503160718
2025-04-24 16:41:04.044977,Surface Permanent Magnet,Medium,Liquid-Cooled,Industrial Drive,2954.8447399026927,9.139449994092132,81.38688468979096,82.92372332770556,295.7631736311608,13.529766398550825,31.19768457881798,70.67225503160718,2828.0256560063704,73.74127153453321
2025-04-24 16:41:05.044977,Surface Permanent Magnet,Medium,Liquid-Cooled,Traction,3013.5056409375848,9.963468111608526,86.80329297919326,88.39186637207726,291.4815726842534,14.628151038102459,37.47655199580206,73.74127153453321,3144.207229167215,99.0
2025-04-24 16:41:06.044977,Surface Permanent Magnet,High,Liquid-Cooled,Robotic Arm,2715.0503627573084,13.213405537917795,73.45589800440445,76.60979873866019,317.8358966479861,11.801210475611377,29.17463571523486,99.0,3756.8276550762484,70.0
2025-04-24 16:41:07.044977,Surface Permanent Magnet,Medium,Liquid-Cooled,Robotic Arm,2891.1234550949634,12.591314755151068,64.90243922089587,65.03269752120045,303.21356938705895,19.554172996106608,29.046717317947813,70.0,3812.1180018980617,87.70348997120728
2025-04-24 16:41:08.044977,Axial Flux,Medium,Oil-Cooled,Industrial Drive,3022.1845179419734,10.654485504511047,80.91924772376848,82.53072694858547,306.8176247225738,12.530976003155208,30.349735536037393,87.70348997120728,3371.957384506999,74.62181253980792
2025-04-24 16:41:09.044977,Surface Permanent Magnet,Low,Liquid-Cooled,Robotic Arm,2769.8012845155395,10.0570052172523,89.00255590755427,91.19297979747932,302.1884362186889,12.936067432305641,33.21454780674311,74.62181253980792,2917.0636517230287,75.52970679963728
2025-04-24 16:41:10.044977,Surface Permanent Magnet,Medium,Oil-Cooled,Traction,3075.1396036691344,10.180046990077392,86.19473176469718,88.64395048598222,307.4019985923249,14.1194815912272,25.480397909428802,75.52970679963728,3278.258810590251,70.0
2025-04-24 16:41:11.044977,Surface Permanent Magnet,Medium,Air-Cooled,Industrial Drive,2879.872262016239,10.920276959095625,81.04829707637313,82.53849038318225,325.98538112096344,17.576151449704756,24.103332325570484,70.0,3293.3318623428936,70.0
2025-04-24 16:41:12.044977,Surface Permanent Magnet,Medium,Liquid-Cooled,Robotic Arm,2941.661250041345,8.465811152202392,77.54181907183977,79.5762600835456,318.0212845861812,15.029017998525308,28.238654188139556,70.0,2607.893512741066,72.63106514405372
2025-04-24 16:41:13.044977,Axial Flux,Medium,Air-Cooled,Robotic Arm,2879.6586775541205,9.613935193864982,84.03561298318655,83.54728562977357,318.62223511886975,12.527728407939076,25.09823112282214,72.63106514405372,2899.1509121681447,70.0
2025-04-24 16:41:14.044977,Interior Permanent Magnet,Low,Air-Cooled,Industrial Drive,3370.4556369017873,7.497123889183616,75.13226900147765,76.4740205891438,295.83772944207357,17.50867672151468,28.725505957423085,70.0,2646.1345342632476,70.0
2025-04-24 16:41:15.044977,Interior Permanent Magnet,Medium,Oil-Cooled,Robotic Arm,2997.300555052413,10.598834683907919,82.38178884678109,84.83529755933556,298.4884626344713,16.462001253570964,31.50749908838787,70.0,3326.725984108385,70.75911559065145
2025-04-24 16:41:16.044977,Interior Permanent Magnet,Low,Liquid-Cooled,Robotic Arm,2788.45781420882,10.97079390955411,82.52735079583313,83.54505676157845,281.60921340514574,16.076869914432905,27.32775340934321,70.75911559065145,3203.5444423810363,70.0
2025-04-24 16:41:17.044977,Interior Permanent Magnet,High,Oil-Cooled,Industrial Drive,3164.508982420638,9.275220306550938,85.30104953749439,87.36003375908399,301.90619178917245,16.431468482341682,25.719520269655973,70.0,3073.683774628698,70.0
2025-04-24 16:41:18.044977,Interior Permanent Magnet,Medium,Air-Cooled,Robotic Arm,2755.8312700057954,12.360980144935048,93.7983001945554,96.2451726953581,319.5670318638566,19.788723801164902,30.208011485146045,70.0,3567.254960224927,70.0
2025-04-24 16:41:19.044977,Axial Flux,Medium,Liquid-Cooled,Robotic Arm,3041.772719000951,8.161351505496487,81.96207983589383,83.61953063503607,315.1694651574837,19.370189790072224,32.58763045384551,70.0,2599.665445228294,70.0
2025-04-24 16:41:20.044977,Interior Permanent Magnet,Medium,Air-Cooled,Robotic Arm,2608.065975224045,7.80343767968527,77.4551818714625,79.62564564245908,307.78486737047876,13.626569313993409,24.915079684450163,70.0,2131.2439214677042,70.0
2025-04-24 16:41:21.044977,Axial Flux,Low,Air-Cooled,Robotic Arm,2734.362790220314,10.336677727839959,79.87212843904003,80.90939587375541,309.77699716281944,18.247769985622305,32.460697194917955,70.0,2959.822925217494,77.0615038851657
2025-04-24 16:41:22.044977,Axial Flux,Medium,Liquid-Cooled,Industrial Drive,3039.3722471738247,11.570647453918232,71.15462047555441,72.94800919585836,303.11114457424594,15.766336379517801,32.45191861121498,77.0615038851657,3682.7324859320674,82.70617782177615
2025-04-24 16:41:23.044977,Interior Permanent Magnet,Medium,Liquid-Cooled,Traction,3147.693315999082,12.525891537186803,76.52643434455472,79.13665051414394,312.04758882401785,15.998191632275498,32.86225530646988,82.70617782177615,4128.855430916674,80.18883246938263
2025-04-24 16:41:24.044977,Interior Permanent Magnet,High,Liquid-Cooled,Traction,3034.273656237994,9.31167360569659,77.95358780943448,80.11056077040291,317.65878279480614,11.615458336713342,33.65544064461506,80.18883246938263,2958.769335964848,84.08083226443618
2025-04-24 16:41:25.044977,Interior Permanent Magnet,Low,Oil-Cooled,Robotic Arm,2976.870343522352,11.618021250146944,77.37955801032703,78.7930267407631,293.8411321258953,14.659228469223608,36.606041773978845,84.08083226443618,3621.768640262035,73.1164739343931
2025-04-24 16:41:26.044977,Surface Permanent Magnet,Low,Oil-Cooled,Robotic Arm,2939.7792608821424,9.942237295748939,80.76177436016862,82.98599076445942,312.99647687837347,13.37435281932687,28.931723854142835,73.1164739343931,3060.747223324336,70.0
2025-04-24 16:41:27.044977,Axial Flux,High,Air-Cooled,Traction,2704.2956019265143,9.74105905008877,75.887900338089,78.60251012872561,319.32434870954665,16.656117629786618,30.328714740233575,70.0,2758.6014227711185,70.0
2025-04-24 16:41:28.044977,Interior Permanent Magnet,Low,Liquid-Cooled,Robotic Arm,2856.0311583210582,11.325489906230008,85.60515333662235,85.55521205804487,305.8489971103663,17.14216100080561,28.750684700255924,70.0,3387.260178358303,97.18664936711674
2025-04-24 16:41:29.044977,Surface Permanent Magnet,Medium,Air-Cooled,Traction,2907.8722458080424,10.97848431762013,80.00103532459099,83.16010938954689,317.00700612120585,10.851027297967377,30.00593053426743,97.18664936711674,3343.076588141075,70.0
2025-04-24 16:41:30.044977,Axial Flux,Medium,Air-Cooled,Industrial Drive,3211.4244452437833,7.635411764523626,79.95349839430693,81.61724365562586,338.1465444447255,14.955930271991459,34.598620066908936,70.0,2567.7857809224197,73.67915867741624
2025-04-24 16:41:31.044977,Surface Permanent Magnet,High,Air-Cooled,Industrial Drive,3068.7236579136925,12.214810524588843,78.36052641743541,80.78601635067564,308.9565720701311,17.243723009588503,25.964956548207994,73.67915867741624,3925.3025286283364,72.87479798419487
2025-04-24 16:41:32.044977,Surface Permanent Magnet,Low,Air-Cooled,Industrial Drive,2647.391968927453,12.070137031221178,80.7759534192949,83.97320034294012,313.93307050005325,14.62664207537311,27.416850983503274,72.87479798419487,3346.2552507567507,70.0
2025-04-24 16:41:33.044977,Interior Permanent Magnet,Low,Air-Cooled,Industrial Drive,3064.816793878959,9.061655947735705,84.12549132333817,84.7538176261077,302.6194291633861,16.45812729000473,34.13154280951368,70.0,2908.3100603560824,70.0
2025-04-24 16:41:34.044977,Axial Flux,Low,Liquid-Cooled,Industrial Drive,2922.983543916737,10.593705300156113,75.6643489214455,76.95490791901794,311.8125116260205,15.702330935254167,33.06010952070627,70.0,3242.6709113249317,70.0
2025-04-24 16:41:35.044977,Surface Permanent Magnet,High,Oil-Cooled,Industrial Drive,2864.6155999388084,10.741045279424108,76.70941755462371,78.42086885874801,314.60271624982306,15.683320463905252,28.910605059548764,70.0,3222.118570886562,75.33448936400539
2025-04-24 16:41:36.044977,Axial Flux,Medium,Liquid-Cooled,Traction,3122.3352577681735,10.391010648735861,78.48136985611667,79.69761633499225,311.9484234027014,14.457370043863405,32.56320600336216,75.33448936400539,3397.550659554379,81.7601253181265
2025-04-24 16:41:37.044977,Interior Permanent Magnet,High,Liquid-Cooled,Robotic Arm,3206.1999044991903,9.17454226923187,73.27064538263393,77.00558195847074,299.8030468029114,12.56683839172858,31.0236475274761,81.7601253181265,3080.375217590182,75.3708180348912
2025-04-24 16:41:38.044977,Axial Flux,Medium,Liquid-Cooled,Traction,3186.2560238232395,8.992564948092923,75.90371070139251,77.04693860756572,312.06361771325453,12.756939705149945,34.50082382700296,75.3708180348912,3000.494746277836,70.0
2025-04-24 16:41:39.044977,Surface Permanent Magnet,High,Oil-Cooled,Industrial Drive,2832.156495355472,9.961668893512831,77.6188956322767,79.06334885278984,324.6219593871764,16.418705028910633,30.22352878148032,70.0,2954.459002157504,76.49960272811886
2025-04-24 16:41:40.044977,Surface Permanent Magnet,Medium,Oil-Cooled,Robotic Arm,2938.157524829757,11.759093528889046,84.37194590356364,86.57633493516661,314.4863576451453,15.038916511037765,33.07689634161775,76.49960272811886,3618.0747794025683,73.79888364769047
2025-04-24 16:41:41.044977,Axial Flux,Low,Oil-Cooled,Robotic Arm,3066.2526862807126,10.815400231891648,81.31280664500963,82.11065711893355,319.6198718907184,14.72297551078555,37.92603573147786,73.79888364769047,3472.7950605855817,72.58064165606427
2025-04-24 16:41:42.044977,Surface Permanent Magnet,Low,Liquid-Cooled,Industrial Drive,3195.109025424472,9.444078501870841,80.96794955683772,82.57226884508145,307.6298802998737,14.152219915355294,31.7942974651424,72.58064165606427,3159.903997946823,74.27231049439177
2025-04-24 16:41:43.044977,Surface Permanent Magnet,Low,Oil-Cooled,Industrial Drive,2904.165152430942,11.157548065972517,84.25448981083986,86.57194307209004,317.4990023942371,14.389622309038497,30.14798449738453,74.27231049439177,3393.2721629912007,70.0
2025-04-24 16:41:44.044977,Surface Permanent Magnet,High,Air-Cooled,Industrial Drive,2962.8682046672366,5.727186069054887,79.31314105800301,80.9802806536205,312.79267838216526,17.093823588976278,32.16734095566294,70.0,1776.9787915015302,79.22404200316366
2025-04-24 16:41:45.044977,Interior Permanent Magnet,High,Oil-Cooled,Industrial Drive,2778.733005198794,11.723148550558156,81.95232424964445,83.8589373907445,300.49089270312766,14.329511836263947,28.904157425388345,79.22404200316366,3411.2983621957424,70.0
2025-04-24 16:41:46.044977,Interior Permanent Magnet,High,Liquid-Cooled,Industrial Drive,2760.7586751838658,7.39042933183285,79.48389123533752,80.95455912288915,313.18521004798873,12.317870573396863,37.1639031165742,70.0,2136.617258504933,70.0
2025-04-24 16:41:47.044977,Surface Permanent Magnet,Low,Liquid-Cooled,Industrial Drive,3162.5051644788396,9.456338587895301,81.32681174699815,81.81234143781738,300.0830333655969,16.487303551080345,30.540213113087944,70.0,3131.719635417586,70.0
2025-04-24 16:41:48.044977,Axial Flux,Medium,Air-Cooled,Robotic Arm,3271.2480057141647,8.320495158060783,77.08620671194208,79.40779992328132,303.6711972511521,14.590246672270565,29.18120003932346,70.0,2850.304517052178,70.0
2025-04-24 16:41:49.044977,Interior Permanent Magnet,Low,Oil-Cooled,Industrial Drive,2985.5979756839333,8.057977786418641,67.80591420861785,71.5608472802651,311.89328307292374,15.062791731065554,27.49293298493989,70.0,2519.335529250751,70.0
2025-04-24 16:41:50.044977,Axial Flux,Low,Oil-Cooled,Industrial Drive,3200.7065795784047,11.741240181067779,79.32860418906849,81.34700581985193,312.97244273380124,18.21515661279902,33.29166057481932,70.0,3935.396116711175,70.0
2025-04-24 16:41:51.044977,Surface Permanent Magnet,Medium,Air-Cooled,Robotic Arm,3072.327205009527,9.298448198032164,87.1137406804997,89.33900479774725,298.1076753492287,14.958878885298986,32.60156223848322,70.0,2991.6209123218023,70.0
2025-04-24 16:41:52.044977,Surface Permanent Magnet,Medium,Liquid-Cooled,Traction,2870.976049078975,10.519755822596073,84.63107701120796,87.32379976632483,320.53985771182874,15.578367346237451,28.507936885757722,70.0,3162.742589296974,80.03844730070657
2025-04-24 16:41:53.044977,Axial Flux,Medium,Liquid-Cooled,Industrial Drive,3072.279121101683,9.929619131681225,84.82698742295585,85.55765692640915,315.7200627830047,12.642153017403349,31.72935403536727,80.03844730070657,3194.6396538813647,84.13981265996529
2025-04-24 16:41:54.044977,Interior Permanent Magnet,Medium,Oil-Cooled,Robotic Arm,3307.607313293194,10.715561240834683,86.18065360903108,89.88316826716068,302.95271564389117,14.56066109529808,25.474332095361433,84.13981265996529,3711.5685337486225,70.0
2025-04-24 16:41:55.044977,Axial Flux,Low,Oil-Cooled,Robotic Arm,2992.8347921780096,10.115232836590383,80.44328795480719,82.64561675123,294.62415203550825,16.219052090417204,30.55491172521947,70.0,3170.2042651239485,76.37114721501274
2025-04-24 16:41:56.044977,Axial Flux,High,Oil-Cooled,Traction,3312.9287311628013,8.075511663717146,80.98657853702798,84.6184354361171,308.5509542091857,11.889252532317515,31.358269056230085,76.37114721501274,2801.629876084699,70.0
2025-04-24 16:41:57.044977,Surface Permanent Magnet,Low,Oil-Cooled,Industrial Drive,2476.0509791820514,11.49440022917071,76.91174052282825,78.17870752730427,305.5405628613884,15.40169018623142,35.121989428677665,70.0,2980.3997276326545,70.0
2025-04-24 16:41:58.044977,Interior Permanent Magnet,Medium,Oil-Cooled,Industrial Drive,3164.3805008750446,9.25936512525803,78.41963571986476,82.23769764242259,311.1314045705302,15.201582145289613,27.68754359181393,70.0,3068.3049992705487,70.0
2025-04-24 16:41:59.044977,Axial Flux,High,Liquid-Cooled,Industrial Drive,3017.409413647634,7.665127152010373,83.0788557488557,85.85401124289048,306.36883338844433,15.082574911174879,26.16494211359303,70.0,2422.0450813485677,70.0
2025-04-24 16:42:00.044977,Interior Permanent Magnet,High,Liquid-Cooled,Robotic Arm,2940.1985299068265,9.357827258551131,86.01942218584408,88.57246227169644,289.9254313925499,17.074317797316485,27.313716117224875,70.0,2881.2457234235026,80.73286467184215
2025-04-24 16:42:01.044977,Surface Permanent Magnet,Low,Liquid-Cooled,Industrial Drive,3018.3521553071005,12.251139685951467,79.302768621595,81.53679307594815,306.1165306169884,15.668877029697043,25.99029449905524,80.73286467184215,3872.353690653609,70.0
2025-04-24 16:42:02.044977,Interior Permanent Magnet,Low,Liquid-Cooled,Industrial Drive,2602.4862170798215,11.275332613170239,77.74905367574294,79.5005250576685,306.94380888931687,17.956143796712887,34.00997207327695,70.0,3072.8857833655343,71.2678499643272
2025-04-24 16:42:03.044977,Surface Permanent Magnet,Low,Air-Cooled,Industrial Drive,2956.0656224324975,9.477021798388211,80.00263979428298,83.20317145275686,316.33661024774057,13.012820968811928,34.64591788507211,71.2678499643272,2933.6923500477596,70.0
2025-04-24 16:42:04.044977,Interior Permanent Magnet,High,Liquid-Cooled,Industrial Drive,3071.422514302349,9.476113443522356,83.00603374464558,85.14639361449362,303.0180032538895,15.271849134436696,30.960649733846488,70.0,3047.883989975788,70.0
2025-04-24 16:42:05.044977,Axial Flux,High,Air-Cooled,Traction,3295.578808948303,9.517547423173927,72.7807259193323,72.81365621574514,326.78674673372564,15.168933572779896,33.66388483705544,70.0,3284.621785499308,99.0
2025-04-24 16:42:06.044977,Surface Permanent Magnet,High,Liquid-Cooled,Traction,2896.3459563452707,13.11512197534126,68.51909523431381,69.4019087726068,290.8835944934824,12.86149101248984,30.401875141740707,99.0,3977.877339979083,70.0
2025-04-24 16:42:07.044977,Axial Flux,Medium,Oil-Cooled,Traction,2838.3012794213623,10.57290317834733,77.24731575254208,79.06147000034933,323.11167497802626,16.912590004182693,29.7146650568977,70.0,3142.543992593673,70.0
2025-04-24 16:42:08.044977,Surface Permanent Magnet,Medium,Oil-Cooled,Industrial Drive,2899.6485912830926,10.645062470786604,73.89643787042921,76.20643685359477,307.7568102912189,19.649346611705635,29.000887142838714,70.0,3232.3784397231966,80.71247405259993
2025-04-24 16:42:09.044977,Interior Permanent Magnet,Low,Oil-Cooled,Industrial Drive,3183.080423540415,11.545425181047763,77.45929901176345,79.40271052286356,318.59584872343555,14.965987851032338,29.068827025867304,80.71247405259993,3848.452767818883,70.0
2025-04-24 16:42:10.044977,Interior Permanent Magnet,High,Air-Cooled,Robotic Arm,3065.7502219319367,10.35818373853977,79.26109840591265,82.4800691957063,310.7980148405873,16.010042176547532,25.356595331072906,70.0,3325.439084530406,70.0
2025-04-24 16:42:11.044977,Surface Permanent Magnet,Low,Liquid-Cooled,Robotic Arm,2894.047959246592,9.611436781268946,77.73375795488494,77.78265609084632,321.3955553602547,15.169036951630655,30.792764290822017,70.0,2912.8804151350614,75.8940119343505
2025-04-24 16:42:12.044977,Surface Permanent Magnet,High,Liquid-Cooled,Robotic Arm,3102.653486622671,9.705475226372533,87.26233767235372,89.40592560885888,306.1263803544719,13.572830660185648,29.87899826935787,75.8940119343505,3153.3973503467987,92.09805175048129
2025-04-24 16:42:13.044977,Surface Permanent Magnet,Low,Air-Cooled,Industrial Drive,3019.4155098696083,9.892598110878904,81.63372382301161,81.81574459762446,299.01379574822187,11.358479444395968,32.23608217223363,92.09805175048129,3127.9648612241367,75.49275762352826
2025-04-24 16:42:14.044977,Interior Permanent Magnet,Medium,Air-Cooled,Traction,3193.728998106578,9.944166645235237,81.50237179805414,84.2620840935383,324.20504287271064,13.58845303380927,30.280570489315828,75.49275762352826,3325.7919148799224,88.02771805706665
2025-04-24 16:42:15.044977,Surface Permanent Magnet,High,Air-Cooled,Traction,2859.5893812245295,11.091444315455469,83.111035720217,85.016577005775,308.8651935411786,12.216083238096537,29.511888895292724,88.02771805706665,3321.3940003742546,70.0
2025-04-24 16:42:16.044977,Surface Permanent Magnet,Medium,Air-Cooled,Traction,2934.4675706804464,10.07791882871095,74.30583441109616,76.72544438312028,312.2155847362421,18.408204156118234,27.386420909977108,70.0,3096.9114549929127,71.32307724990726
2025-04-24 16:42:17.044977,Axial Flux,High,Air-Cooled,Industrial Drive,2921.5783693735684,11.098960115823369,85.19555893710134,86.33167597651158,322.34751914044796,14.769780612153522,30.216459710465283,71.32307724990726,3395.693233166564,70.0
2025-04-24 16:42:18.044977,Surface Permanent Magnet,Low,Oil-Cooled,Traction,2707.297010373576,9.878925129837127,79.6211785673227,82.90064349898046,299.6804475790556,14.30816134190566,32.21471169244849,70.0,2800.749168298415,70.0
2025-04-24 16:42:19.044977,Axial Flux,High,Liquid-Cooled,Robotic Arm,3059.2240554129153,10.117952785474136,83.35240308620607,86.39412775026491,315.9549089763926,16.778307649575613,26.569983026748417,70.0,3241.399434573056,70.0
2025-04-24 16:42:20.044977,Axial Flux,Medium,Air-Cooled,Robotic Arm,3052.211054435978,7.002698973201839,74.64071383479923,77.22425813781112,304.1010524353711,12.756497794288224,30.262421261042217,70.0,2238.2502235104985,85.99563335493696
2025-04-24 16:42:21.044977,Axial Flux,High,Oil-Cooled,Traction,3001.0226913284923,11.374491512053723,72.23120616991967,74.10168892305623,308.67830644355627,13.466271923990895,30.69912885458845,85.99563335493696,3574.620059636591,70.0
2025-04-24 16:42:22.044977,Interior Permanent Magnet,Low,Air-Cooled,Robotic Arm,2953.082573324971,10.51973271384699,84.08944829012515,86.66930557542028,310.7227896538429,15.136144538497241,27.845805649145206,70.0,3253.1861457130476,70.0
2025-04-24 16:42:23.044977,Axial Flux,High,Oil-Cooled,Traction,2716.9258515899173,11.497015164789477,81.88204763048758,83.17515506250022,294.99778138553063,17.05753798284696,28.236431085276,70.0,3271.082580545635,70.0
2025-04-24 16:42:24.044977,Surface Permanent Magnet,Medium,Air-Cooled,Traction,2915.8709354469283,5.655616932709466,75.48974222821245,78.34529788723316,302.21162957179564,16.003370090337576,30.69183254629864,70.0,1726.9386167276398,80.41463621052164
2025-04-24 16:42:25.044977,Interior Permanent Magnet,Low,Liquid-Cooled,Robotic Arm,2931.457096694646,13.132562057171091,75.65168459362653,79.30116548795044,323.5107289241314,15.496650285031764,26.59973694512213,80.41463621052164,4031.453196110569,70.0
2025-04-24 16:42:26.044977,Interior Permanent Magnet,Medium,Air-Cooled,Robotic Arm,2839.544546155676,9.79061555776724,85.62717392207385,88.69778448205304,318.861911885848,15.156235470472033,31.049771145748178,70.0,2911.302289295194,74.14550474592451
2025-04-24 16:42:27.044977,Interior Permanent Magnet,High,Air-Cooled,Robotic Arm,2967.742857666798,11.662274225106275,74.05294053566337,75.32333806585596,309.37360422672765,15.80047171105355,27.3139368790224,74.14550474592451,3624.416806596525,70.0
2025-04-24 16:42:28.044977,Interior Permanent Magnet,Medium,Liquid-Cooled,Robotic Arm,3080.8101713629076,8.440141109311703,88.21336476627982,90.57478208355293,312.43123458512895,15.403305810258509,33.18856107909965,70.0,2722.972560801122,97.19042711315512
2025-04-24 16:42:29.044977,Interior Permanent Magnet,High,Liquid-Cooled,Traction,3377.237180242106,10.919160857593855,75.49689632676066,76.20375478300201,307.0575749436354,12.940055450446128,37.0134832361649,97.19042711315512,3861.7081054171085,70.0
2025-04-24 16:42:30.044977,Interior Permanent Magnet,Low,Air-Cooled,Robotic Arm,3034.915562566368,8.419876655239516,83.19195962804191,85.7643499392176,323.5658338582798,15.092158443266303,27.417729594894542,70.0,2675.968273374239,73.17157871292873
2025-04-24 16:42:31.044977,Interior Permanent Magnet,Medium,Liquid-Cooled,Robotic Arm,3051.510078144553,9.064346558956291,78.35690762125508,80.80751103411761,307.99647422205834,12.852622682164494,31.602623587124025,73.17157871292873,2896.5426540851345,84.9657963484701
2025-04-24 16:42:32.044977,Axial Flux,Medium,Liquid-Cooled,Industrial Drive,2985.1108168467667,12.87104703080018,83.01593715541172,83.14612081587956,312.3184209213485,15.162165085801647,27.819774285353944,84.9657963484701,4023.490251006601,70.0
2025-04-24 16:42:33.044977,Surface Permanent Magnet,High,Oil-Cooled,Robotic Arm,2616.2457569401918,9.71397639885498,77.27942998942903,78.11764614551667,321.46030144142065,14.038704117023517,33.122862521393365,70.0,2661.3635160389467,70.0
2025-04-24 16:42:34.044977,Surface Permanent Magnet,Medium,Liquid-Cooled,Robotic Arm,2994.697224910157,10.326149309769585,79.18603546963853,80.90289657289476,302.22628515154094,20.078763245565725,26.204224772744354,70.0,3238.3213156125175,73.40429574890636
